1.0,1,180.43,318.85,53.84,80.20,1,-1,-1,-1
1.0,2,154.88,245.55,41.89,67.93,1,-1,-1,-1
1.0,3,782.85,512.55,36.49,112.47,1,-1,-1,-1
1.0,4,501.90,216.23,27.41,66.00,1,-1,-1,-1
1.0,5,30.02,163.54,26.05,69.61,1,-1,-1,-1
1.0,9,719.97,263.33,49.16,76.85,1,-1,-1,-1
1.0,10,17.23,194.09,28.63,67.87,1,-1,-1,-1
1.0,11,268.28,482.21,47.80,105.82,1,-1,-1,-1
1.0,14,848.68,216.58,39.90,66.08,1,-1,-1,-1
1.0,15,516.95,249.95,23.96,71.43,1,-1,-1,-1
2.0,1,174.93,318.32,51.55,79.93,1,-1,-1,-1
2.0,2,153.88,245.13,38.44,67.23,1,-1,-1,-1
2.0,3,775.13,512.93,37.07,113.15,1,-1,-1,-1
2.0,4,495.28,216.04,27.77,65.80,1,-1,-1,-1
2.0,5,20.32,162.18,26.81,69.70,1,-1,-1,-1
2.0,9,718.90,263.42,43.78,76.07,1,-1,-1,-1
2.0,10,8.41,193.94,35.89,67.31,1,-1,-1,-1
2.0,11,262.66,481.70,44.93,106.41,1,-1,-1,-1
2.0,13,831.59,217.84,49.86,65.98,1,-1,-1,-1
2.0,15,510.64,249.46,23.11,71.76,1,-1,-1,-1
3.0,1,170.31,317.28,48.20,80.56,1,-1,-1,-1
3.0,2,154.12,244.59,36.77,67.67,1,-1,-1,-1
3.0,3,765.45,514.31,41.51,113.33,1,-1,-1,-1
3.0,4,488.12,215.40,29.92,65.18,1,-1,-1,-1
3.0,5,8.46,160.91,28.02,70.83,1,-1,-1,-1
3.0,9,718.30,262.78,40.68,76.53,1,-1,-1,-1
3.0,10,1.71,194.65,37.62,66.35,1,-1,-1,-1
3.0,11,256.31,481.49,44.02,106.47,1,-1,-1,-1
3.0,13,819.68,218.84,54.97,65.16,1,-1,-1,-1
3.0,15,503.11,249.44,23.92,72.58,1,-1,-1,-1
4.0,1,167.02,316.62,43.18,81.24,1,-1,-1,-1
4.0,2,151.11,243.15,41.02,68.61,1,-1,-1,-1
4.0,3,758.14,518.16,40.74,109.68,1,-1,-1,-1
4.0,4,481.45,214.38,30.07,64.18,1,-1,-1,-1
4.0,9,718.38,261.00,38.46,77.97,1,-1,-1,-1
4.0,11,251.32,481.61,40.87,106.26,1,-1,-1,-1
4.0,13,814.46,219.33,52.31,64.10,1,-1,-1,-1
4.0,15,494.89,249.52,25.50,72.73,1,-1,-1,-1
5.0,1,163.71,316.83,41.08,80.53,1,-1,-1,-1
5.0,2,143.91,241.87,40.94,70.45,1,-1,-1,-1
5.0,3,748.41,521.73,42.94,106.98,1,-1,-1,-1
5.0,4,477.94,213.33,26.73,64.07,1,-1,-1,-1
5.0,9,718.41,260.15,33.38,78.33,1,-1,-1,-1
5.0,11,248.51,481.95,35.08,105.57,1,-1,-1,-1
5.0,13,807.75,219.31,50.31,64.16,1,-1,-1,-1
5.0,15,486.74,250.54,25.80,71.26,1,-1,-1,-1
6.0,1,161.43,316.40,37.11,81.00,1,-1,-1,-1
6.0,2,137.31,240.65,41.09,70.87,1,-1,-1,-1
6.0,3,736.96,523.95,46.29,107.13,1,-1,-1,-1
6.0,4,474.52,210.99,23.04,65.23,1,-1,-1,-1
6.0,9,714.73,257.94,32.84,79.63,1,-1,-1,-1
6.0,11,244.38,482.52,31.84,105.21,1,-1,-1,-1
6.0,13,810.51,218.94,39.66,63.44,1,-1,-1,-1
6.0,16,479.03,251.44,29.62,70.60,1,-1,-1,-1
7.0,1,160.72,316.73,30.35,80.81,1,-1,-1,-1
7.0,2,131.84,240.07,44.05,69.77,1,-1,-1,-1
7.0,3,730.17,524.42,44.90,108.71,1,-1,-1,-1
7.0,4,468.17,209.83,22.65,66.17,1,-1,-1,-1
7.0,9,707.76,256.64,34.36,80.79,1,-1,-1,-1
7.0,11,239.60,483.52,31.57,104.28,1,-1,-1,-1
7.0,13,806.10,218.64,36.21,65.89,1,-1,-1,-1
7.0,16,469.82,251.91,32.92,70.46,1,-1,-1,-1
8.0,1,156.18,318.15,27.65,79.58,1,-1,-1,-1
8.0,2,125.67,239.99,49.25,69.21,1,-1,-1,-1
8.0,3,725.69,525.61,39.98,111.18,1,-1,-1,-1
8.0,4,460.64,208.43,23.54,65.98,1,-1,-1,-1
8.0,9,700.07,256.37,36.61,80.11,1,-1,-1,-1
8.0,11,230.54,484.23,33.04,105.64,1,-1,-1,-1
8.0,14,800.11,217.78,35.53,67.13,1,-1,-1,-1
8.0,16,462.23,252.82,33.36,70.42,1,-1,-1,-1
9.0,1,149.77,319.70,26.82,77.82,1,-1,-1,-1
9.0,2,120.92,240.77,47.73,67.71,1,-1,-1,-1
9.0,3,716.67,526.37,37.77,110.29,1,-1,-1,-1
9.0,4,451.57,207.19,27.17,67.03,1,-1,-1,-1
9.0,9,692.84,256.51,43.17,78.42,1,-1,-1,-1
9.0,11,222.58,485.06,41.06,106.97,1,-1,-1,-1
9.0,14,796.57,217.34,32.12,69.11,1,-1,-1,-1
9.0,15,454.34,254.05,33.20,68.75,1,-1,-1,-1
10.0,1,141.28,320.52,30.67,76.69,1,-1,-1,-1
10.0,2,117.25,240.91,43.67,67.51,1,-1,-1,-1
10.0,3,708.42,528.31,36.58,109.24,1,-1,-1,-1
10.0,4,442.07,207.46,29.22,66.42,1,-1,-1,-1
10.0,9,685.13,257.75,45.56,77.41,1,-1,-1,-1
10.0,11,211.53,485.33,46.85,108.53,1,-1,-1,-1
10.0,13,790.51,217.46,31.50,68.89,1,-1,-1,-1
10.0,15,447.62,254.73,32.38,68.21,1,-1,-1,-1
11.0,1,129.54,321.82,38.72,76.43,1,-1,-1,-1
11.0,2,114.88,241.33,37.22,68.22,1,-1,-1,-1
11.0,3,699.40,530.53,36.12,108.18,1,-1,-1,-1
11.0,4,432.96,208.55,30.27,63.93,1,-1,-1,-1
11.0,9,679.55,259.30,41.46,75.68,1,-1,-1,-1
11.0,11,205.75,488.98,43.93,105.60,1,-1,-1,-1
11.0,13,784.37,217.24,29.55,69.06,1,-1,-1,-1
11.0,16,440.76,255.79,31.38,67.08,1,-1,-1,-1
12.0,1,119.48,322.68,41.33,75.93,1,-1,-1,-1
12.0,2,112.85,241.15,31.74,68.35,1,-1,-1,-1
12.0,3,688.51,531.55,36.04,107.59,1,-1,-1,-1
12.0,4,423.15,210.62,30.97,62.07,1,-1,-1,-1
12.0,9,675.33,261.01,35.92,73.91,1,-1,-1,-1
12.0,11,196.46,491.18,44.14,104.40,1,-1,-1,-1
12.0,13,774.90,217.23,32.28,69.77,1,-1,-1,-1
12.0,15,433.58,257.14,30.66,66.23,1,-1,-1,-1
13.0,1,108.00,324.98,43.95,74.71,1,-1,-1,-1
13.0,2,109.21,240.24,28.71,68.45,1,-1,-1,-1
13.0,3,676.95,531.92,36.66,106.75,1,-1,-1,-1
13.0,4,412.78,212.04,32.57,62.13,1,-1,-1,-1
13.0,9,670.43,261.95,35.34,72.93,1,-1,-1,-1
13.0,11,186.72,492.36,43.06,103.90,1,-1,-1,-1
13.0,13,767.11,216.34,32.91,69.71,1,-1,-1,-1
13.0,15,428.02,257.91,27.43,65.24,1,-1,-1,-1
14.0,1,97.05,325.65,43.91,74.45,1,-1,-1,-1
14.0,2,104.18,239.19,23.97,69.19,1,-1,-1,-1
14.0,3,664.37,531.96,39.13,109.35,1,-1,-1,-1
14.0,4,405.51,212.90,28.14,59.90,1,-1,-1,-1
14.0,5,1257.37,374.75,22.97,94.54,1,-1,-1,-1
14.0,9,666.44,261.19,34.75,73.26,1,-1,-1,-1
14.0,11,177.39,494.00,41.43,102.18,1,-1,-1,-1
14.0,13,754.35,214.41,37.58,71.42,1,-1,-1,-1
14.0,15,418.95,258.69,28.24,64.20,1,-1,-1,-1
15.0,1,89.05,327.15,39.87,73.70,1,-1,-1,-1
15.0,2,91.89,238.70,29.05,69.47,1,-1,-1,-1
15.0,3,649.63,533.68,40.74,110.12,1,-1,-1,-1
15.0,4,399.58,212.48,25.37,60.59,1,-1,-1,-1
15.0,5,1244.84,375.09,35.34,93.53,1,-1,-1,-1
15.0,9,657.92,260.14,34.82,74.10,1,-1,-1,-1
15.0,11,167.41,495.25,42.56,101.81,1,-1,-1,-1
15.0,13,743.14,213.06,40.58,72.10,1,-1,-1,-1
15.0,15,407.11,257.46,30.38,65.49,1,-1,-1,-1
16.0,1,81.17,329.10,38.81,72.51,1,-1,-1,-1
16.0,2,85.09,239.98,31.55,67.33,1,-1,-1,-1
16.0,3,637.14,536.36,43.67,111.82,1,-1,-1,-1
16.0,4,392.84,212.15,20.13,61.69,1,-1,-1,-1
16.0,5,1232.29,374.81,38.49,93.04,1,-1,-1,-1
16.0,9,648.33,259.62,36.58,75.67,1,-1,-1,-1
16.0,11,159.70,496.48,37.12,101.33,1,-1,-1,-1
16.0,13,734.88,212.21,40.78,71.94,1,-1,-1,-1
16.0,15,397.39,256.75,28.86,67.39,1,-1,-1,-1
17.0,1,74.89,330.54,36.93,71.55,1,-1,-1,-1
17.0,2,78.26,241.11,30.70,66.50,1,-1,-1,-1
17.0,3,623.12,539.97,46.55,109.29,1,-1,-1,-1
17.0,4,382.48,211.08,19.24,61.33,1,-1,-1,-1
17.0,5,1218.22,374.98,41.36,92.86,1,-1,-1,-1
17.0,9,638.94,260.40,35.79,74.38,1,-1,-1,-1
17.0,11,148.71,496.64,38.19,101.28,1,-1,-1,-1
17.0,13,720.92,212.46,44.25,70.88,1,-1,-1,-1
17.0,15,385.97,256.75,30.26,68.93,1,-1,-1,-1
18.0,1,67.70,330.42,35.20,70.97,1,-1,-1,-1
18.0,2,73.11,242.05,23.87,67.40,1,-1,-1,-1
18.0,3,613.03,543.38,45.63,106.08,1,-1,-1,-1
18.0,4,370.78,209.94,20.60,61.97,1,-1,-1,-1
18.0,5,1205.69,373.93,42.77,92.72,1,-1,-1,-1
18.0,9,628.84,259.76,42.47,75.19,1,-1,-1,-1
18.0,12,139.11,496.37,34.91,101.35,1,-1,-1,-1
18.0,13,711.45,211.65,41.00,71.80,1,-1,-1,-1
